Name,Type
Шишацький,провулок
Бунівка,вулиця
Героїв Ічні,вулиця
Негоди,вулиця
Івана Стороженка,вулиця
Бойчак,вулиця
Дубінинська,вулиця
Василя Німчука,вулиця
Болотинська,вулиця
Войтицького,вулиця
Лонського,вулиця
Горячого,вулиця
Жовтобрідська,вулиця
Ю. Бурка,вулиця
Кумановської,вулиця
Богдана Ліщинського,вулиця
Генерала Мишковського,вулиця
2-га Лісова,вулиця
2-га Дачна,вулиця
Павла Колесника,вулиця
Багряна Дуброва,вулиця
Кленова Долина,вулиця
Квіткові Луки,вулиця
Ліщина,вулиця
Семикінська,вулиця
33-ї Гвардійської Дивізії,вулиця
45 років Перемоги,вулиця
Вячеслава Чорновола,вулиця
Пасічника,вулиця
Лісовогринівецька,вулиця
М. Штена,вулиця
Андрія Коваленка,вулиця
Мангубінська,вулиця
Шостаковича,вулиця
Василя Поліщука,вулиця
Закритий,провулок
Івана Голосного,вулиця
1-й провулок Молодіжної,вулиця
Сарничева,вулиця
Трохименкове,вулиця
Пʼявчика,вулиця
Купчанська,вулиця
Новозіньківський,провулок
Прямокутний,провулок
Клінкерна,вулиця
Григорія Коваленка,вулиця
Григорія Гончаренка,вулиця
Гребениківський,провулок
2-й Героїв України,провулок
Гребениківська,вулиця
Майстренка,вулиця
1-й Гетьманський,провулок
Добра Вода,вулиця
2-й Гетьманський,провулок
Козинський,провулок
Навроцька,вулиця
1-й провулок Центральної,вулиця
Віктора Граффа,вулиця
Карлівський,провулок
Стрілецького,вулиця
Юрія Пам'ятничого,вулиця
Федора Волонця,вулиця
Параски Ангеліної,вулиця
Костоманова,вулиця
Фермівська,вулиця
Ковальського,вулиця
С. І. Довгого,вулиця
Фільварки,вулиця
Запречистська,вулиця
Боярники,вулиця
Долуди,вулиця
імені Тараса Матвіїва,проспект
Портицького,вулиця
Кремська,вулиця
1-й Миколи Леонтовича,провулок
1-й Горовий,провулок
Застава,вулиця
Замковище,вулиця
Новоподольська,вулиця
Віталія Кулика,вулиця
2-й Миколи Леонтовича,провулок
2-й Ялинівський,провулок
Лукаша,вулиця
1-й Героїв України,провулок
Запасівники,вулиця
Засадя,вулиця
Панасівка,вулиця
І. Гунти,вулиця
Терехівка,вулиця
Макогоніва,вулиця
Куяльницька,вулиця
Підреть,вулиця
Ракитна,вулиця
Балюка,вулиця
3-й Андріївський,провулок
Галини Халецької,вулиця
Чечеловка,вулиця
Кавунівська,вулиця
Сугерова,вулиця
Панкова,вулиця
Петрушенка,вулиця
1-й Сільскогосподарський,провулок
Цимбала,провулок
2-й Грушевського,провулок
Кучерява,вулиця
Івана Дударя,вулиця
Кочура,вулиця
Новогрузчанська,вулиця
2-й Зелінського,провулок
Андрія Івашка,вулиця
Семена Лощенка,провулок
Микити Коржа,провулок
Левадинська,вулиця
Новіченка,вулиця
1-й провулок Благовіщенської,вулиця
Басарабка,вулиця
1-й провулок Русанівської,вулиця
Загорянка,вулиця
Каті Зеленко,вулиця
2-й провулок Полтавської,вулиця
1-й провулок Миру,вулиця
2-й провулок Бойківської,вулиця
Тиріна,вулиця
2-й провулок Оболоньської,вулиця
3-й провулок Полтавської,вулиця
2-й провулок Роменської,вулиця
1-й провулок Роменської,вулиця
Бегми,вулиця
Героя Козака,вулиця
Ігоря Харкевича,вулиця
Калецька,вулиця
Олександра Ткача,вулиця
Оселицька,вулиця
Братів Коваленків,вулиця
Лободи,вулиця
Бірючанська,вулиця
Шабовти,вулиця
Вуйка Подоби,вулиця
Поліська Січ,вулиця
Демченка,провулок
Богдана Вавілова,вулиця
Павлика,вулиця
Корніліча,вулиця
Віталія Куцевича,вулиця
Чорноморівська,вулиця
Валентина Стригуна,вулиця
Марка Полторацького,вулиця
Привольна,вулиця
Івана Чистика,провулок
Сил Територіальної оборони України,вулиця
Дванадцятихатка,вулиця
Асало,вулиця
Малом,вулиця
Форраш,вулиця
Керт,вулиця
Бартока,вулиця
Мора Йокаі,вулиця
Дерчені,вулиця
Хедь,вулиця
Мункачі,вулиця
Олександра Ружиленка,вулиця
Підгорний,провулок
Каришина,вулиця
Майданський,провулок
Олеся Ольжича,вулиця
Земляків-Героїв ЗСУ,вулиця
Сільгосптехнічний,провулок
Чепурного,вулиця
Якова Скидана,вулиця
Шабанова,вулиця
Юрія Міхновського,провулок
Віктора Харини,вулиця
Велика Бердичівська,вулиця
Панищівська,вулиця
Шаповаленка,вулиця
Баклана,вулиця
Карпа Островерха,провулок
Адмірала Траверсе,вулиця
Короткова,вулиця
Надставна,вулиця
Парфірова,вулиця
Бориса Монкевича,тупик
Оріхівський,провулок
Миколи Сироти,вулиця
Нижньофабриканська,вулиця
Синігівська,вулиця
Івончанська,вулиця
Г. Охман,вулиця
Серафимівська,вулиця
Східівська,вулиця
І. Мазепи,провулок
Одухи,вулиця
Коняєва,вулиця
Розворянська,вулиця
М. Хамули,вулиця
Заглинисько,вулиця
Л. Лук'яненка,вулиця
Зафоса,вулиця
Нескучанська,вулиця
Івана Туніка,вулиця
Руденко,вулиця
"Пугачова вулиця, 1-й",проїзд
"Пугачова вулиця, 2-й",проїзд
"Пугачова вулиця, 3-й",проїзд
Безпалько,вулиця
Тісний,провулок
Запоріжська,вулиця
Археологічний,провулок
Бойовий,провулок
Борців,провулок
Володимира Степанюка,вулиця
Продмашівський,провулок
Реконструктивний,провулок
Академіка Грішко,вулиця
1-й Фізкультурний,провулок
3-й Фізкультурний,провулок
Ярослава Костишина,вулиця
Вадима Бойка,вулиця
Баблідзе,вулиця
Перлова,вулиця
Нептуна,вулиця
Катерини Скаржинської,вулиця
Тіньова,вулиця
Будкевича,вулиця
Василя Думанського,вулиця
Ярослава Менюка,вулиця
Новогеоргіївська,вулиця
3-тя Обʼїздна,вулиця
Зелений Схил,вулиця
Митрополита Феофіла,вулиця
Піднасипна,вулиця
ПРЗ,вулиця
Ігорєва,вулиця
Антоненка,вулиця
Перевізний,провулок
Грабинівська,вулиця
Миколи Холодівського,вулиця
Заділ,вулиця
Грубніка,вулиця
Севлюська,вулиця
Олени Гандери,вулиця
Мала Польова,вулиця
Олександра Сергеєва,вулиця
Рощахівського,вулиця
Теківська,вулиця
Романа Совлича,вулиця
Меденція,вулиця
Ревейса,вулиця
Владики Мілана Шашіка,вулиця
Габора,вулиця
Ардовецька,вулиця
Лемаковиця,вулиця
Адальберта Ковача,вулиця
Ярослава Романова,вулиця
Ласло Оцела,вулиця
Золтана Балажа,вулиця
Андрія Гріги,вулиця
Петра Копчі,вулиця
Перені,вулиця
Канківська,вулиця
Михайла Гички,вулиця
Владики Івана Маргітича,вулиця
Гінцака,вулиця
Отця Івана Романа,вулиця
Братів Зейканів,вулиця
Князів Буремських,вулиця
Нарціс,вулиця
Загумінкова,вулиця
Садиська,вулиця
Кінець,вулиця
Лапаївка,вулиця
Наддністрянський,провулок
Вулійникова,вулиця
Танчука,вулиця
Стефурака,вулиця
Над Гуком,вулиця
Двохрядна,вулиця
Ясенівська,вулиця
40 Років Перемоги,вулиця
200 років Станіславу,вулиця
Смутченка,вулиця
Сінтарево,вулиця
Лагуновий,провулок
Бризова,вулиця
Березня,вулиця
Левадійська,вулиця
3-й Ярмарковий,в'їзд
1-й Героїв Прилук,провулок
Дніпробузька,вулиця
Пілієва,вулиця
Червоних троянд,вулиця
Ківткова,вулиця
Сергія Клемешева,вулиця
Бічна Весела,вулиця
Вишнянська,вулиця
М. Грушевського,вулиця
бічна Маркіяна Шашкевича,вулиця
Степана Онишкевича,вулиця
Кмітя,вулиця
Івана Снігурського,вулиця
імені Богдана Демчука,вулиця
Сусаніна,вулиця
4-й Комсомольський,провулок
2-й Річників,провулок
нова,вулиця
Дусухамбетова,вулиця
2-й Калініна,провулок
Каурова,провулок
1-й Калініна,провулок
Жеріхова,вулиця
Короткевича,вулиця
Вітовського,вулиця
Сагайдачних,вулиця
Підгірська,вулиця
Шкрібляка,вулиця
Григорія Матюшенка,вулиця
Повітрянофлотська,вулиця
Матросів,провулок
Червознаменна,вулиця
2-й Лібкнехта,провулок
3-й Комсомольський,провулок
6-й Київський,провулок
7-й Київський,провулок
Федора Осадчого,вулиця
Новосельський,провулок
Іпатенка,вулиця
Кухарева,вулиця
Камневата,вулиця
Данила Лимаренка,вулиця
17 Березня,вулиця
Аркаса,вулиця
Черниша,вулиця
Новоодеський,провулок
Сапроненка,вулиця
Загаївська,вулиця
Якуба Гаватовича,вулиця
Великий Кут,вулиця
21 км Старокиївського,шосе
Степана Петренка,вулиця
Никона Тютюна,вулиця
Над Липою,вулиця
Бічна Чуперносівська,вулиця
Веніаміна Сікори,вулиця
Солотвина,вулиця
Залипська,вулиця
Музичука,вулиця
Бабичів Яр,вулиця
П. Зайвого,вулиця
Вадима Харті,вулиця
Титаренка,провулок
Федора Борідька,провулок
Черемшинна,вулиця
Підприємців,вулиця
Годилівська,вулиця
Володимира Вінниченка,вулиця
Шахтобудівна,вулиця
Святих Петра і Павла,вулиця
Девдюка,вулиця
Диконюка,вулиця
Дмитра Абриньби,вулиця
Пригонова,вулиця
Мединського,вулиця
О. Довбуша,вулиця
Венеліна-Гуци,вулиця
Тівадара Чонтварі Костки,вулиця
Панська,вулиця
В. Михайловського,вулиця
Лиманний,провулок
Північно-Західна,вулиця
Йонко,вулиця
Чіпі,вулиця
Семирічки,вулиця
Нова Бічна,вулиця
Деберки,вулиця
Ананія Грішного,вулиця
Микиші,вулиця
Нововоскресінська,вулиця
Якова Усика,вулиця
Олександра Федорченка,вулиця
Едуарда Вагоровського,провулок
Корнєва,вулиця
Гардова,вулиця
Малашевича,вулиця
Хмельницький,провулок
Великокамʼяна,вулиця
Бабин Яр,провулок
Натягайлівська,вулиця
Коршуновича,вулиця
Олейнюка,вулиця
Малокамʼяна,вулиця
Володимира Сливки,вулиця
Туристичний,провулок
Василя Худанича,вулиця
Дагестантська,вулиця
Івана Гранчака,вулиця
Окуневської,вулиця
Марії Клюк,вулиця
Лукіяновича,вулиця
Гузіївська,вулиця
Отця Володимира Сухого,вулиця
Старобанська,вулиця
Іванових,провулок
1-й Чернишевського,провулок
1-й Печерський,провулок
Хрунічева,вулиця
Белинського,вулиця
3-й Ракетний,провулок
Монашинська,вулиця
Іржавський,провулок
Бульвар,вулиця
Велика Ковалівка,вулиця
Дачний Кооператив Скнилів Яблунева,вулиця
Дмитра Георгієва,вулиця
Івана Шишкіна,вулиця
Олексія Цокура,вулиця
Прогонний,провулок
Раї Подрєз,вулиця
Подолянський,провулок
Сагайдачна,вулиця
Андрія Литвиненка,вулиця
Крим-Кавказ,вулиця
Миколи Василечка,провулок
Большакова,провулок
Радомський,провулок
Онуфрієнка,провулок
Костя Місевича,вулиця
Тульчевського,вулиця
Дравецька,вулиця
Святого Антонія Падевського,вулиця
Ротонди,вулиця
Манайла,вулиця
Середнянська,вулиця
Великолазька,вулиця
Радванська Гора,вулиця
Парцельна,вулиця
Горянської Ротонди,вулиця
Максима Чайки,вулиця
Заливка,вулиця
Сокола-Батька,вулиця
Київська бічна,вулиця
Соколянська,вулиця
Павлухова,вулиця
Фільова,вулиця
Юрія Малініна,вулиця
Фiзкультурна,вулиця
Андрія Родя,вулиця
Кляпарівська,вулиця
Левка Крупи,вулиця
Родини Ґеретів,вулиця
Юрія Жатковича,вулиця
Вікентія Шандора,вулиця
Комендантська,вулиця
1-ша Юрʼївська,вулиця
Нерівна,вулиця
Тірас,провулок
Теодора Дячуна,вулиця
Костянтина Паустовського,провулок
1-й Січових Стрільців,провулок
Полоцький,провулок
Ровжанська,вулиця
Івана Чурговича,вулиця
Миколи Лелекача,вулиця
Івана Ваша,вулиця
Афінська,вулиця
Михайла Панаса,вулиця
Чаплинське,шосе
Осипа Думина,вулиця
Івана Чаповського,вулиця
Атени Пашко,вулиця
Володимира Федика,вулиця
Громадський Лан,вулиця
Солтиський Лан,вулиця
1-го Грудня,вулиця
2-й Довженка,провулок
Лісова Поляна,вулиця
Хвасти,вулиця
Думниця,вулиця
України,вулиця
Гулеватого,вулиця
Алавердова,вулиця
Миколи Самойленка,вулиця
Солнєчна,вулиця
13 років Жовтня,вулиця
Гетьмана Самойловича,вулиця
Васі Петрова,вулиця
Передзаводська,вулиця
5-й Майський,провулок
"Дежнева вулиця, 2-й",проїзд
"Дежнева вулиця, 3-й",проїзд
Фаїни Гаєнко,вулиця
Спендіарова,вулиця
А.Солов’яненка,вулиця
Осипових,вулиця
О.Ліфінцева,вулиця
Б.Ружинського,вулиця
Іслям-Керменська,вулиця
Олешківський,провулок
Л.Українки,вулиця
Рассвєт,вулиця
Василя Хоменка,вулиця
М.Грушевського,вулиця
3-й Перекопський,провулок
4-й Земний,провулок
Миловидна,вулиця
Каленченкова,вулиця
Миколи Сома,вулиця
Агапова,вулиця
Лейтенанта Григорьєва,вулиця
4 Лінія,вулиця
Махинька,вулиця
Бабенка,вулиця
Деволана,вулиця
32-га,вулиця
3-тя Коротка,вулиця
2-га Коротка,вулиця
Январьска,вулиця
Максима Кондратюка,вулиця
Клімова,вулиця
Мархоцького,вулиця
Курдибанова,вулиця
Бистрянська,вулиця
7-й Аеродромний,проїзд
8-й Аеродромний,проїзд
6-й Аеродромний,проїзд
9-й Аеродромний,проїзд
5-й Аеродромний,проїзд
10-й Аеродромний,проїзд
12-й Аеродромний,проїзд
14-й Аеродромний,проїзд
4-й Аеродромний,проїзд
11-й Аеродромний,проїзд
13-й Аеродромний,проїзд
Довженко,вулиця
Івана Гаврана,вулиця
Івана Хандана,вулиця
Євгена Топольницького,провулок
Героя Олега Ушневича,вулиця
Липки,вулиця
Казьонщина,вулиця
Сіверських Воїнів,вулиця
Цвєточна,вулиця
Осетяна,вулиця
Багачева,вулиця
Майора Петріва,вулиця
Воронівський,провулок
Вузькоколійка,вулиця
Володимира Барвінка,вулиця
3-й Лесі Українки,провулок
Стрижалковського,вулиця
Бендяка,вулиця
Рєзника,вулиця
Ігоря Ляшенка,вулиця
Власа Мізинця,вулиця
Варави,вулиця
Вікторовського,вулиця
Ізяслівська,вулиця
Олега Онищука,вулиця
Тарантюка,вулиця
Велика Царинка,вулиця
Медведівка,вулиця
Глибокий Кінець,вулиця
Дерев'янка,вулиця
Скульптора Архипенка,вулиця
Замостя,вулиця
Лоша,вулиця
Руді,вулиця
Бабенко,вулиця
Федора Бондура,вулиця
Кубіка,вулиця
Хутір Муравців,вулиця
Гідросилівська,вулиця
Сигізмунда Леваневського,вулиця
Боголюбова,вулиця
Рено,вулиця
Маняка,вулиця
Подгорна,вулиця
Пантюхова,вулиця
Яблуново,вулиця
Руслана Бендзяка,вулиця
Назарева,вулиця
2-га Церковна,вулиця
Левади,вулиця
Чорнолізька,вулиця
Новобудівельників,вулиця
Петра Смолічева,провулок
Бобровицька,вулиця
Зелений Острів,вулиця
Савдова,вулиця
Іллічівська,вулиця
Красноселівська,вулиця
Василя Росохи,вулиця
Постріж,вулиця
Івана Корчака,вулиця
Урочище Святе,вулиця
Мідний,провулок
Журі,вулиця
Лозинка,вулиця
Копанка,вулиця
Брідок,вулиця
Чорний Луг,вулиця
Ісаханяня,вулиця
Степана Шаха,вулиця
Григорія Костюка,вулиця
Непіки,вулиця
Ісаханяна,вулиця
Тадань,вулиця
Борців За Волю України,вулиця
Кривня Горішня,вулиця
Пісні,вулиця
Зору,вулиця
Чубка,вулиця
Топчія,провулок
1-й Проспект,вулиця
3-й Проспект,вулиця
Юрія Псарьова,вулиця
Оборона,вулиця
2-й Раскової,провулок
Волхівська,вулиця
Михайла Амвросимова,провулок
Святоіллінська,вулиця
Авангардовська,вулиця
4-тя Лінія,вулиця
Лісничівка,вулиця
Холмківська,вулиця
Ерделі,вулиця
Загатка,вулиця
Набережна Старосамарська,вулиця
Братів Шапранів,провулок
Кливака,вулиця
Теофілії Яблоновської,вулиця
Баюка,вулиця
Лейтенанта Попружного,вулиця
Кухарука,вулиця
Погребного,вулиця
Глинище,провулок
Поміркова,вулиця
Сагачівська,вулиця
Архітектора Хітріна,вулиця
Западинський,провулок
Сергія Титаренка,вулиця
Богдана Купця,вулиця
Висоцкого,вулиця
Ліпецька,вулиця
Радіоцентр,вулиця
А. Маслакова,вулиця
Сергія Олійника,вулиця
50 років Визволення,вулиця
О.Кобилянської,вулиця
Затеплична,вулиця
Івана Василечка,вулиця
Світличного,вулиця
Бойчука,вулиця
Красівського,вулиця
Озаркевичів,вулиця
Купелева,вулиця
Свідзінського,вулиця
Грєкових,вулиця
Станіслава Топала,вулиця
Свято-Андріївська,вулиця
Черевка,вулиця
Романа Гаврилюка,вулиця
Георгія Калінку,вулиця
Акаційова,вулиця
О. Прокопеня,вулиця
Журавлиний Масив,вулиця
Володимира Дегтярьова,вулиця
Глещавецька,вулиця
Коссака,вулиця
Лошнівська,вулиця
Зарицького,вулиця
Бартка Золотого,вулиця
Степана Будного,вулиця
Остапа Пасіки,вулиця
Мандичевського,вулиця
Братів Гринівих,вулиця
Сонячної,провулок
Шосткинська,вулиця
Цеглянська,вулиця
Степана Стефурака,вулиця
Гната Стефаніва,вулиця
Запоріжських Козаків,вулиця
5-й Козацький,провулок
Рибака,вулиця
Смицнюка,вулиця
Зруб,вулиця
Портовська,вулиця
Аккаржанська,вулиця
2-га Мала,вулиця
Стрімкий,провулок
Ільфа та Петрова,вулиця
Загороднюка,вулиця
Ноябрська,вулиця
1-ша Озерна А,вулиця
Петра Шеремети,вулиця
Гринчишина,вулиця
Теліщука,вулиця
О. Созанського,вулиця
Загребельки,вулиця
Сліпа,вулиця
Міхлі,вулиця
Пасічанська,вулиця
Орєханова,вулиця
Веговська,вулиця
В. Котика,вулиця
Сандрацький,провулок
Прибужська,вулиця
Транспортних Будівельників,вулиця
Патруса-Карпатського,вулиця
Шкіперська,вулиця
Володимира Данилейка,провулок
Родини Русових,провулок
Тарновщинська,вулиця
Старопавленківська,вулиця
Біликівка,вулиця
Личакова,вулиця
Камінка,вулиця
Фільварок,вулиця
Єдності України,вулиця
Василя Гуріка,вулиця
28-го Червня,вулиця
Зушицька,вулиця
Івана Баліки,вулиця
Братів Тімофті,вулиця
Князя Всеволода Ярославича,вулиця
Андрія Самусенка,вулиця
В. Сагайдака,вулиця
Композитора Бортнянського,вулиця
Родоканакі,вулиця
Олександра Тимошенко,вулиця
Цегельно-Заводська,вулиця
Віри Фігнер,вулиця
Матьоці,вулиця
Королівських Піхотинців,вулиця
Лещуків,вулиця
Євгенії Зарицької,вулиця
Івана Могильницького,вулиця
Шатили,вулиця
Ковалинська,вулиця
Москаленка,вулиця
Сергія Грами,вулиця
2-й Ізмаїльський,провулок
Буда-Варовицька,вулиця
Мартинюка,вулиця
Єлизавети Матвієнко,провулок
Похилевича,вулиця
Миколи Мацапури,вулиця
Василя Томашевського,вулиця
Ролана Бикова,вулиця
Михайла Березюка,вулиця
Олександра Мудренка,вулиця
Лутовецька,вулиця
Анатолія Пархимовича,вулиця
Мікульського,вулиця
Науменка,вулиця
Папірянська,вулиця
Миколи Назарчука,вулиця
Петра Чуйка,вулиця
Сингаївського,вулиця
Велика Лутовецька,вулиця
Олександра Харламова,вулиця
Архітектора Добровольського,провулок
Івана Шовкопляса,вулиця
Івана Скорульського,вулиця
Будникової,вулиця
Миколи Бокаріуса,провулок
Каласовка,вулиця
Голтянська,вулиця
Братів Пироженків,вулиця
Капітана Іващенка,вулиця
Олександра Артьомова,провулок
Водоводна,вулиця
Роксоланівська,вулиця
Трикутний,провулок
Котковська,вулиця
Кавунова Балка,вулиця
Сергія Тишинського,вулиця
Лазарєвська,вулиця
Компанійська,вулиця
Новобудівнича,вулиця
Шапаря,вулиця
Мале Передмістя,вулиця
Володимира Глубокова,вулиця
Павла Плацинського,провулок
Кевлицька,вулиця
Лутовецький,провулок
Туркенича,вулиця
Перебійна,вулиця
Перебійний,провулок
Сергія Хаустовича,вулиця
Семена Пількевича,вулиця
Нова Застава,вулиця
Святого Антонія,вулиця
Ширавська,вулиця
Москеті,провулок
Тарутинська,вулиця
Ходоранська,вулиця
Стогнія,вулиця
Залозного,вулиця
Луги,провулок
Василя Гаджеги,вулиця
Якова Штернберга,вулиця
Дмитра Снігурського,вулиця
Юлія Ревая,вулиця
3-тя А,лінія
11-та А,лінія
3-тя Б,лінія
10-та А,лінія
9-та А,лінія
Сімська,вулиця
Пришляхова,вулиця
Майора Прута,вулиця
Михайла Врабеля,вулиця
Юліуса Фучіка,вулиця
Петра Песара,вулиця
Саліхова,провулок
Лучка,вулиця
Баронівська,вулиця
Половиківська,вулиця
Люблянська,вулиця
Миколи Свистуна «Ясена»,вулиця
Генерала Мирона Тарнавського,вулиця
Клюсівська,вулиця
Підбужна,вулиця
Торова,вулиця
Забузька,вулиця
І. Дощівника,вулиця
Івана Бажанського,вулиця
В. Репти,вулиця
6 Ветеранська,вулиця
7 Ветеранська,вулиця
Росинка,вулиця
5 Ветеранська,вулиця
Гармонійна,вулиця
Манлива,вулиця
Велике Підлісся,вулиця
Бічна Василя Стефаника,вулиця
Отця Мирона Коритка,вулиця
Отця Степана Петрушевича,вулиця
Отця Івана Гриньоха,вулиця
Яслинська,вулиця
Брусницька,вулиця
Огієвських,вулиця
1-й Ялинівський,провулок
1-й Грушевського,провулок
Полівка,вулиця
Пудівітра,провулок
Шабський,провулок
Парадна,вулиця
Леона Штріпельмана,вулиця
Олександра Таушева,вулиця
Боржомська,вулиця
Крилівська,вулиця
Айвазовского,проспект
Таванська,вулиця
Верстовий,тупик
Аполлона Скальковського,вулиця
Ватажкова,вулиця
Яланецька,вулиця
Миколи Кузьменка,вулиця
Наталки Нікуліної,вулиця
Дмитра Вариги,вулиця
Рибачука,вулиця
Дмитра Жекова,вулиця
Степана Буякли,провулок
Щепоткіна,вулиця
Володимира Лосєва,вулиця
Героїв 28-ї Бригади,вулиця
Миколи Стасюка,вулиця
Військових Залізничників,вулиця
Павло Чубинський,вулиця
Юрія Чебанного,вулиця
Романа Кравчука,вулиця
Василя Симиренка,вулиця
Ігора Сирка,вулиця
Переволочанський,провулок
Детальбудівська,вулиця
Малоподвірський,провулок
Григорія Жуковського,вулиця
Максима Марищака,вулиця
Миколи Львова,провулок
Савкова,вулиця
А. Стрілка,вулиця
Прімакова,вулиця
Грабикова,вулиця
Доватура,вулиця
2-й Лабораторний,провулок
Тургенева,вулиця
Бунчуковий,провулок
Ракеша Шарми,вулиця
Північна-бічна,вулиця
Виноградар,вулиця
Кіченка,вулиця
Сергія Кародобри,вулиця
Соловйова,вулиця
Храмовий,провулок
Балківський,провулок
Лодочний,провулок
Монастирського,провулок
Бригадирівський,провулок
Олександра Островського,провулок
Аляски,вулиця
Оптичний,провулок
Оскольська,вулиця
Климівська,вулиця
Вирівський,провулок
Крамарівка,вулиця
Крамарівський,провулок
Рубанівка,вулиця
Семеринівський,провулок
Підмістя,вулиця
1-й Лісний,провулок
Кудрявий,провулок
Обласна,вулиця
Ремонтний,провулок
Фрегатний,провулок
Козаків Біликів,вулиця
Івана Кравченка,вулиця
Петра Савчука,вулиця
Покорського,вулиця
Адмірала Макарова,вулиця
Стебніцького,вулиця
Андрущишиних,вулиця
Уткiна,вулиця
Сбежнева,вулиця
Родини Богомольців,вулиця
Закузнечна,вулиця
Кохановської,вулиця
Рафаеля,вулиця
Співаківський,провулок
Закузнечний,провулок
Земляничний,провулок
Клубнична,вулиця
Григорія Ярового,вулиця
3-тя Станційна,вулиця
1-й Моторний,провулок
3-й Моторний,провулок
2-га Станційна,вулиця
2-й Моторний,провулок
1-ша Станційна,вулиця
Григорія Маркевича,вулиця
2-а Бригадна,вулиця
Ладичинська,вулиця
Паловці Горвата,вулиця
Андрія Матвієва,вулиця
Євгенія Лоскота,вулиця
Григорія Стеценка,провулок
Маньківського,вулиця
Івана Шевченка,вулиця
Розанова,вулиця
Академіка Неговського,вулиця
Чернігівський Шлях,вулиця
Братів Вайчикових,вулиця
Братів Лісовців,вулиця
Миколи Чури,вулиця
Братів Мотуренків,вулиця
Братів Яременків,вулиця
Городнянського,в'їзд
Плужника,вулиця
Сіґет,вулиця
Нодькез,вулиця
Флоріана,вулиця
Братів Йовсів,вулиця
1-ий Героїв України,провулок
3-ій Героїв України,провулок
2-ий Вишневий,провулок
Хоробор,вулиця
Садовська,вулиця
2-ий Героїв України,провулок
Героїв Врадіївщини,вулиця
Даші Дяченко,вулиця
Івана Врадія,вулиця
Краснівська,вулиця
Картинна,вулиця
Вадима Щербаківського,вулиця
Лазівський,провулок
Павлишина,вулиця
Якубова,вулиця
Мамаївська,вулиця
Сечел,вулиця
Василя Сидора-Шелеста,вулиця
Івана Буцка,вулиця
Чуга,вулиця
Апшанська,вулиця
Бугриста,вулиця
Бугристий,провулок
Тьовшажанська,вулиця
Финтинеле,вулиця
Груїшор,вулиця
Кодриш,вулиця
Лапшин,вулиця
Нямешаска,вулиця
Магдебурзького Права,вулиця
Академіка Володимира Заболотного,вулиця
2-й Професійний,провулок
Кріпосна,вулиця
Михайла Литвиненка,вулиця
Лагідна,вулиця
Ровжаш,вулиця
Автоагрегатчиків,вулиця
Дийдянська,вулиця
Яреми Полуботка,вулиця
Іванціва,вулиця
Писанкова,вулиця
Нагорянський,провулок
Масив Новоселів,вулиця
Крушник,вулиця
Олени Каперльос,вулиця
Грицака,вулиця
Гуменівка,вулиця
Овсієнка,вулиця
Героя України Да Вінчі,вулиця
Мончака,вулиця
Шапка,вулиця
Івана Ганджі,вулиця
Довгий Грунь,вулиця
Розчіл,вулиця
Веприцький,провулок
Трьохгірний,провулок
Юрія Татаринова,в'їзд
Юрія Татариинова,провулок
Полковника Денисенка,провулок
Василя Пекарюка,вулиця
Поточанська,вулиця
Василя Кузьмика,вулиця
Банський,вулиця
Звізди Д.,вулиця
бічна Адама Міцкевича,вулиця
Романа Гурина,вулиця
Марії Гортинської,вулиця
Віктора Онищенка,вулиця
Олександра Музиченка,вулиця
Ніжинська Брама,вулиця
Розумовських,вулиця
Сотенна,вулиця
Надь Ердев,вулиця
Корзуна,вулиця
Христини Цуприк,вулиця
Бочкова,вулиця
А. Горбача,вулиця
Кружанська,вулиця
М. Світайла,вулиця
Архітектора Дольніка,вулиця
П’єра Береговуа,вулиця
Надозерний,провулок
Каптори,вулиця
Малівська,вулиця
Бурих,вулиця
Тетері,вулиця
Сморжівська,вулиця
Куща,вулиця
Свято-Феодосіївська,вулиця
Братів Гуляницьких,вулиця
Івана Франко,вулиця
Бородінська,вулиця
2-й Проспект,вулиця
Бойківчанка,вулиця
Небилівська,вулиця
Довбуша Сотенного,вулиця
Замлинівка,вулиця
Великий Берег,вулиця
Радова Права,вулиця
Олега Бойка,вулиця
5-та Білогорська,вулиця
4-та Білогорська,вулиця
Олександра Смакули,вулиця
Марії Батракової,вулиця
23-го Жовтня,вулиця
Сухова,вулиця
Липняцька,вулиця
Штанька,вулиця
Трубіжська,вулиця
Сент Іштвана,вулиця
Ярослава Фенка,вулиця
Миколи Котовича,вулиця
Романа Гульченка,вулиця
Лазарівська,вулиця
Клюшнікова,вулиця
Маскисівська,вулиця
Барінова,вулиця
Капітана Салтикова,вулиця
16 Вересня,вулиця
Кагульська,вулиця
Гагарінський,провулок
Кілійська Обʼїзна,дорога
Гострів,вулиця
Занакіт,вулиця
Братів Нечипоренків,вулиця
Ф. П. Погребенника,вулиця
Печеніцька,вулиця
Никифоряка,вулиця
Андрія Красовського,вулиця
Степана Радиша,вулиця
Гавуки,вулиця
С. Збінського,вулиця
Олени Михнюк,вулиця
Корбутяка,вулиця
Василя Андрійчука,вулиця
Бережницького,вулиця
Мала Безкупчина,вулиця
Велика Безкупчина,вулиця
Долина Богдана Хмельницького,вулиця
Княжа Долина,вулиця
Лужна,вулиця
Кандзюби,вулиця
Святотроїцький,провулок
Килимарська,вулиця
Рачкова,вулиця
Липівська,вулиця
Зарінкова,вулиця
